"workerid","proliferate.condition","block_id","condition","item_id","original_choice","response","rt","trial_num","verb","error","response_corr","response_num","discourse_type"
314,"condition1","3","yiwei_unclear",101,"以为","yiwei",7931,37,"yiwei",NA,"correct",1,"unconstrained"
314,"condition1","3","yiwei_unclear",106,"以为","yiwei",14294,38,"yiwei",NA,"correct",1,"unconstrained"
314,"condition1","3","yiwei_contrastive",9,"以为","yiwei",13458,39,"yiwei",NA,"correct",1,"constrained"
314,"condition1","3","juede_unclear",120,"觉得","juede",11163,40,"juede",NA,"correct",1,"unconstrained"
314,"condition1","4","juede_unclear",112,"觉得","juede",8772,41,"juede",NA,"correct",1,"unconstrained"
314,"condition1","4","juede_contrastive",15,"觉得","juede",9747,43,"juede",NA,"correct",1,"constrained"
314,"condition1","4","yiwei_contrastive",6,"以为","yiwei",4816,44,"yiwei",NA,"correct",1,"constrained"
314,"condition1","4","yiwei_contrastive",5,"以为","yiwei",11138,45,"yiwei",NA,"correct",1,"constrained"
314,"condition1","4","yiwei_unclear",107,"以为","yiwei",7826,46,"yiwei",NA,"correct",1,"unconstrained"
314,"condition1","4","yiwei_unclear",109,"以为","yiwei",9549,47,"yiwei",NA,"correct",1,"unconstrained"
314,"condition1","4","juede_unclear",114,"觉得","juede",11549,48,"juede",NA,"correct",1,"unconstrained"
314,"condition1","4","juede_contrastive",16,"觉得","juede",10610,49,"juede",NA,"correct",1,"constrained"
345,"condition1","0","yiwei_contrastive",2,"以为","yiwei",22462,3,"yiwei",NA,"correct",1,"constrained"
345,"condition1","0","yiwei_unclear",106,"觉得","juede",28710,4,"yiwei",NA,"incorrect",0,"unconstrained"
345,"condition1","0","juede_unclear",111,"觉得","juede",17499,5,"juede",NA,"correct",1,"unconstrained"
345,"condition1","0","yiwei_contrastive",6,"以为","yiwei",14806,6,"yiwei",NA,"correct",1,"constrained"
345,"condition1","0","juede_contrastive",14,"觉得","juede",23921,7,"juede",NA,"correct",1,"constrained"
345,"condition1","0","juede_unclear",120,"以为","yiwei",24300,8,"juede",NA,"incorrect",0,"unconstrained"
345,"condition1","0","yiwei_unclear",107,"以为","yiwei",11538,9,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","0","juede_contrastive",15,"觉得","juede",14888,10,"juede",NA,"correct",1,"constrained"
345,"condition1","1","juede_contrastive",16,"觉得","juede",21589,11,"juede",NA,"correct",1,"constrained"
345,"condition1","1","juede_unclear",115,"以为","yiwei",42579,12,"juede",NA,"incorrect",0,"unconstrained"
345,"condition1","1","yiwei_unclear",101,"以为","yiwei",12572,13,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","1","juede_unclear",113,"觉得","juede",25278,14,"juede",NA,"correct",1,"unconstrained"
345,"condition1","1","yiwei_contrastive",8,"以为","yiwei",34002,16,"yiwei",NA,"correct",1,"constrained"
345,"condition1","1","yiwei_contrastive",7,"以为","yiwei",15959,17,"yiwei",NA,"correct",1,"constrained"
345,"condition1","1","yiwei_unclear",103,"以为","yiwei",12160,19,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","1","juede_contrastive",20,"以为","yiwei",17365,20,"juede",NA,"incorrect",0,"constrained"
345,"condition1","2","yiwei_contrastive",9,"以为","yiwei",56175,21,"yiwei",NA,"correct",1,"constrained"
345,"condition1","2","yiwei_unclear",110,"觉得","juede",22053,22,"yiwei",NA,"incorrect",0,"unconstrained"
345,"condition1","2","juede_contrastive",17,"以为","yiwei",12568,23,"juede",NA,"incorrect",0,"constrained"
345,"condition1","2","juede_contrastive",12,"觉得","juede",13949,24,"juede",NA,"correct",1,"constrained"
345,"condition1","2","juede_unclear",117,"以为","yiwei",37724,27,"juede",NA,"incorrect",0,"unconstrained"
345,"condition1","2","yiwei_contrastive",10,"觉得","juede",16898,28,"yiwei",NA,"incorrect",0,"constrained"
345,"condition1","2","yiwei_unclear",102,"觉得","juede",19365,29,"yiwei",NA,"incorrect",0,"unconstrained"
345,"condition1","2","juede_unclear",112,"觉得","juede",17553,30,"juede",NA,"correct",1,"unconstrained"
345,"condition1","3","juede_contrastive",11,"觉得","juede",19167,31,"juede",NA,"correct",1,"constrained"
345,"condition1","3","juede_contrastive",13,"以为","yiwei",12533,32,"juede",NA,"incorrect",0,"constrained"
345,"condition1","3","juede_unclear",114,"觉得","juede",13598,34,"juede",NA,"correct",1,"unconstrained"
345,"condition1","3","yiwei_unclear",105,"以为","yiwei",19604,35,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","3","yiwei_unclear",108,"觉得","juede",21958,36,"yiwei",NA,"incorrect",0,"unconstrained"
345,"condition1","3","yiwei_contrastive",1,"以为","yiwei",10633,37,"yiwei",NA,"correct",1,"constrained"
345,"condition1","3","yiwei_contrastive",5,"觉得","juede",11585,38,"yiwei",NA,"incorrect",0,"constrained"
345,"condition1","3","juede_unclear",116,"以为","yiwei",16986,39,"juede",NA,"incorrect",0,"unconstrained"
345,"condition1","4","juede_contrastive",18,"觉得","juede",14140,41,"juede",NA,"correct",1,"constrained"
345,"condition1","4","juede_unclear",118,"以为","yiwei",10784,42,"juede",NA,"incorrect",0,"unconstrained"
345,"condition1","4","yiwei_contrastive",4,"以为","yiwei",18093,43,"yiwei",NA,"correct",1,"constrained"
345,"condition1","4","yiwei_unclear",104,"以为","yiwei",19083,44,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","4","juede_contrastive",19,"觉得","juede",15163,45,"juede",NA,"correct",1,"constrained"
345,"condition1","4","yiwei_unclear",109,"以为","yiwei",11552,46,"yiwei",NA,"correct",1,"unconstrained"
345,"condition1","4","yiwei_contrastive",3,"以为","yiwei",9778,49,"yiwei",NA,"correct",1,"constrained"
345,"condition1","4","juede_unclear",119,"觉得","juede",16140,50,"juede",NA,"correct",1,"unconstrained"
352,"condition1","0","yiwei_contrastive",10,"以为","yiwei",9148,1,"yiwei",NA,"correct",1,"constrained"
352,"condition1","0","yiwei_contrastive",6,"以为","yiwei",11131,2,"yiwei",NA,"correct",1,"constrained"
352,"condition1","0","juede_unclear",120,"觉得","juede",6563,3,"juede",NA,"correct",1,"unconstrained"
352,"condition1","0","juede_contrastive",11,"觉得","juede",37779,5,"juede",NA,"correct",1,"constrained"
352,"condition1","0","yiwei_unclear",110,"以为","yiwei",55847,6,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","0","yiwei_unclear",107,"以为","yiwei",58693,8,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","0","juede_unclear",117,"觉得","juede",19528,9,"juede",NA,"correct",1,"unconstrained"
352,"condition1","0","juede_contrastive",17,"以为","yiwei",45577,10,"juede",NA,"incorrect",0,"constrained"
352,"condition1","1","yiwei_unclear",104,"以为","yiwei",8981,11,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","1","juede_contrastive",16,"觉得","juede",14898,12,"juede",NA,"correct",1,"constrained"
352,"condition1","1","yiwei_unclear",108,"觉得","juede",19963,13,"yiwei",NA,"incorrect",0,"unconstrained"
352,"condition1","1","yiwei_contrastive",4,"以为","yiwei",48744,14,"yiwei",NA,"correct",1,"constrained"
352,"condition1","1","yiwei_contrastive",5,"以为","yiwei",29548,16,"yiwei",NA,"correct",1,"constrained"
352,"condition1","1","juede_contrastive",19,"觉得","juede",32497,17,"juede",NA,"correct",1,"constrained"
352,"condition1","1","juede_unclear",119,"觉得","juede",6431,18,"juede",NA,"correct",1,"unconstrained"
352,"condition1","1","juede_unclear",112,"觉得","juede",8578,20,"juede",NA,"correct",1,"unconstrained"
352,"condition1","2","yiwei_contrastive",3,"以为","yiwei",9718,21,"yiwei",NA,"correct",1,"constrained"
352,"condition1","2","juede_contrastive",15,"觉得","juede",17668,22,"juede",NA,"correct",1,"constrained"
352,"condition1","2","juede_unclear",114,"觉得","juede",12848,24,"juede",NA,"correct",1,"unconstrained"
352,"condition1","2","juede_unclear",116,"觉得","juede",10118,25,"juede",NA,"correct",1,"unconstrained"
352,"condition1","2","yiwei_unclear",101,"以为","yiwei",6146,26,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","2","juede_contrastive",14,"觉得","juede",12982,27,"juede",NA,"correct",1,"constrained"
352,"condition1","2","yiwei_contrastive",8,"以为","yiwei",15614,28,"yiwei",NA,"correct",1,"constrained"
352,"condition1","2","yiwei_unclear",102,"觉得","juede",17864,30,"yiwei",NA,"incorrect",0,"unconstrained"
352,"condition1","3","juede_contrastive",18,"觉得","juede",42443,31,"juede",NA,"correct",1,"constrained"
352,"condition1","3","yiwei_unclear",103,"觉得","juede",14469,33,"yiwei",NA,"incorrect",0,"unconstrained"
352,"condition1","3","yiwei_unclear",109,"以为","yiwei",8247,34,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","3","juede_contrastive",13,"觉得","juede",7195,35,"juede",NA,"correct",1,"constrained"
352,"condition1","3","juede_unclear",115,"觉得","juede",46139,36,"juede",NA,"correct",1,"unconstrained"
352,"condition1","3","yiwei_contrastive",9,"以为","yiwei",8453,37,"yiwei",NA,"correct",1,"constrained"
352,"condition1","3","juede_unclear",118,"觉得","juede",7070,39,"juede",NA,"correct",1,"unconstrained"
352,"condition1","3","yiwei_contrastive",2,"以为","yiwei",5764,40,"yiwei",NA,"correct",1,"constrained"
352,"condition1","4","juede_unclear",111,"觉得","juede",4113,41,"juede",NA,"correct",1,"unconstrained"
352,"condition1","4","yiwei_contrastive",7,"以为","yiwei",5167,43,"yiwei",NA,"correct",1,"constrained"
352,"condition1","4","yiwei_unclear",106,"以为","yiwei",4634,44,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","4","yiwei_contrastive",1,"以为","yiwei",5402,45,"yiwei",NA,"correct",1,"constrained"
352,"condition1","4","juede_unclear",113,"觉得","juede",3313,46,"juede",NA,"correct",1,"unconstrained"
352,"condition1","4","juede_contrastive",20,"觉得","juede",4894,48,"juede",NA,"correct",1,"constrained"
352,"condition1","4","yiwei_unclear",105,"以为","yiwei",14249,49,"yiwei",NA,"correct",1,"unconstrained"
352,"condition1","4","juede_contrastive",12,"觉得","juede",3099,50,"juede",NA,"correct",1,"constrained"
296,"condition1","0","juede_contrastive",14,"觉得","juede",22665,1,"juede",NA,"correct",1,"constrained"
296,"condition1","0","juede_unclear",120,"觉得","juede",30013,2,"juede",NA,"correct",1,"unconstrained"
296,"condition1","0","yiwei_unclear",102,"以为","yiwei",31454,3,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","0","yiwei_contrastive",10,"以为","yiwei",12783,4,"yiwei",NA,"correct",1,"constrained"
296,"condition1","0","yiwei_contrastive",1,"以为","yiwei",9536,5,"yiwei",NA,"correct",1,"constrained"
296,"condition1","0","juede_unclear",117,"觉得","juede",28042,6,"juede",NA,"correct",1,"unconstrained"
296,"condition1","0","juede_contrastive",17,"觉得","juede",13169,8,"juede",NA,"correct",1,"constrained"
296,"condition1","0","yiwei_unclear",107,"以为","yiwei",9036,9,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","1","yiwei_contrastive",3,"以为","yiwei",11321,11,"yiwei",NA,"correct",1,"constrained"
296,"condition1","1","yiwei_unclear",101,"以为","yiwei",9370,12,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","1","juede_unclear",112,"觉得","juede",12802,13,"juede",NA,"correct",1,"unconstrained"
296,"condition1","1","juede_contrastive",16,"觉得","juede",12530,16,"juede",NA,"correct",1,"constrained"
296,"condition1","1","juede_contrastive",18,"觉得","juede",10777,17,"juede",NA,"correct",1,"constrained"
296,"condition1","1","yiwei_unclear",108,"觉得","juede",15168,18,"yiwei",NA,"incorrect",0,"unconstrained"
296,"condition1","1","juede_unclear",118,"觉得","juede",10788,19,"juede",NA,"correct",1,"unconstrained"
296,"condition1","1","yiwei_contrastive",5,"以为","yiwei",7895,20,"yiwei",NA,"correct",1,"constrained"
296,"condition1","2","yiwei_unclear",103,"以为","yiwei",12049,21,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","2","juede_unclear",113,"觉得","juede",9391,22,"juede",NA,"correct",1,"unconstrained"
296,"condition1","2","juede_unclear",115,"觉得","juede",10787,23,"juede",NA,"correct",1,"unconstrained"
296,"condition1","2","yiwei_contrastive",8,"以为","yiwei",16963,25,"yiwei",NA,"correct",1,"constrained"
296,"condition1","2","juede_contrastive",19,"觉得","juede",21863,26,"juede",NA,"correct",1,"constrained"
296,"condition1","2","juede_contrastive",13,"觉得","juede",8361,27,"juede",NA,"correct",1,"constrained"
296,"condition1","2","yiwei_contrastive",2,"以为","yiwei",6136,28,"yiwei",NA,"correct",1,"constrained"
296,"condition1","2","yiwei_unclear",106,"以为","yiwei",8975,29,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","3","yiwei_contrastive",7,"以为","yiwei",4767,32,"yiwei",NA,"correct",1,"constrained"
296,"condition1","3","juede_unclear",111,"觉得","juede",8952,33,"juede",NA,"correct",1,"unconstrained"
296,"condition1","3","yiwei_unclear",110,"以为","yiwei",21758,34,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","3","juede_contrastive",20,"觉得","juede",7768,35,"juede",NA,"correct",1,"constrained"
296,"condition1","3","juede_contrastive",15,"觉得","juede",15037,36,"juede",NA,"correct",1,"constrained"
296,"condition1","3","juede_unclear",114,"觉得","juede",9703,37,"juede",NA,"correct",1,"unconstrained"
296,"condition1","3","yiwei_contrastive",6,"以为","yiwei",5684,38,"yiwei",NA,"correct",1,"constrained"
296,"condition1","3","yiwei_unclear",104,"以为","yiwei",11137,40,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","4","yiwei_contrastive",9,"以为","yiwei",24532,41,"yiwei",NA,"correct",1,"constrained"
296,"condition1","4","yiwei_unclear",105,"以为","yiwei",15352,44,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","4","juede_unclear",119,"觉得","juede",6913,45,"juede",NA,"correct",1,"unconstrained"
296,"condition1","4","juede_contrastive",11,"觉得","juede",6830,46,"juede",NA,"correct",1,"constrained"
296,"condition1","4","yiwei_unclear",109,"以为","yiwei",5850,47,"yiwei",NA,"correct",1,"unconstrained"
296,"condition1","4","juede_contrastive",12,"觉得","juede",7093,48,"juede",NA,"correct",1,"constrained"
296,"condition1","4","juede_unclear",116,"觉得","juede",6567,49,"juede",NA,"correct",1,"unconstrained"
296,"condition1","4","yiwei_contrastive",4,"以为","yiwei",8448,50,"yiwei",NA,"correct",1,"constrained"
349,"condition1","0","yiwei_unclear",109,"以为","yiwei",10735,1,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","0","juede_unclear",120,"以为","yiwei",3138,2,"juede",NA,"incorrect",0,"unconstrained"
349,"condition1","0","yiwei_contrastive",5,"以为","yiwei",3662,3,"yiwei",NA,"correct",1,"constrained"
349,"condition1","0","yiwei_contrastive",9,"以为","yiwei",5848,5,"yiwei",NA,"correct",1,"constrained"
349,"condition1","0","juede_unclear",116,"觉得","juede",4920,6,"juede",NA,"correct",1,"unconstrained"
349,"condition1","0","yiwei_unclear",108,"觉得","juede",5576,7,"yiwei",NA,"incorrect",0,"unconstrained"
349,"condition1","0","juede_contrastive",20,"以为","yiwei",4326,8,"juede",NA,"incorrect",0,"constrained"
349,"condition1","0","juede_contrastive",17,"以为","yiwei",3193,9,"juede",NA,"incorrect",0,"constrained"
349,"condition1","1","yiwei_contrastive",2,"以为","yiwei",3895,11,"yiwei",NA,"correct",1,"constrained"
349,"condition1","1","juede_unclear",118,"觉得","juede",3784,14,"juede",NA,"correct",1,"unconstrained"
349,"condition1","1","yiwei_unclear",102,"以为","yiwei",3296,15,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","1","juede_unclear",114,"觉得","juede",7176,16,"juede",NA,"correct",1,"unconstrained"
349,"condition1","1","juede_contrastive",11,"觉得","juede",16560,17,"juede",NA,"correct",1,"constrained"
349,"condition1","1","yiwei_contrastive",7,"以为","yiwei",4160,18,"yiwei",NA,"correct",1,"constrained"
349,"condition1","1","yiwei_unclear",106,"以为","yiwei",29648,19,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","1","juede_contrastive",12,"觉得","juede",3561,20,"juede",NA,"correct",1,"constrained"
349,"condition1","2","yiwei_contrastive",1,"以为","yiwei",9811,21,"yiwei",NA,"correct",1,"constrained"
349,"condition1","2","juede_contrastive",18,"觉得","juede",3934,22,"juede",NA,"correct",1,"constrained"
349,"condition1","2","juede_contrastive",15,"以为","yiwei",3095,23,"juede",NA,"incorrect",0,"constrained"
349,"condition1","2","juede_unclear",112,"觉得","juede",4899,25,"juede",NA,"correct",1,"unconstrained"
349,"condition1","2","yiwei_unclear",104,"以为","yiwei",6158,26,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","2","yiwei_unclear",107,"以为","yiwei",4776,27,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","2","juede_unclear",111,"觉得","juede",4391,28,"juede",NA,"correct",1,"unconstrained"
349,"condition1","2","yiwei_contrastive",4,"以为","yiwei",3025,29,"yiwei",NA,"correct",1,"constrained"
349,"condition1","3","juede_contrastive",16,"觉得","juede",2424,31,"juede",NA,"correct",1,"constrained"
349,"condition1","3","juede_unclear",117,"以为","yiwei",6672,32,"juede",NA,"incorrect",0,"unconstrained"
349,"condition1","3","yiwei_contrastive",10,"以为","yiwei",2921,33,"yiwei",NA,"correct",1,"constrained"
349,"condition1","3","juede_unclear",119,"觉得","juede",3656,34,"juede",NA,"correct",1,"unconstrained"
349,"condition1","3","yiwei_contrastive",6,"以为","yiwei",3183,35,"yiwei",NA,"correct",1,"constrained"
349,"condition1","3","yiwei_unclear",103,"以为","yiwei",3825,36,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","3","juede_contrastive",19,"觉得","juede",3672,37,"juede",NA,"correct",1,"constrained"
349,"condition1","3","yiwei_unclear",105,"以为","yiwei",3600,39,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","4","juede_unclear",113,"以为","yiwei",2272,41,"juede",NA,"incorrect",0,"unconstrained"
349,"condition1","4","yiwei_contrastive",3,"以为","yiwei",2834,42,"yiwei",NA,"correct",1,"constrained"
349,"condition1","4","yiwei_contrastive",8,"觉得","juede",4214,43,"yiwei",NA,"incorrect",0,"constrained"
349,"condition1","4","juede_unclear",115,"觉得","juede",9121,44,"juede",NA,"correct",1,"unconstrained"
349,"condition1","4","juede_contrastive",13,"觉得","juede",7808,45,"juede",NA,"correct",1,"constrained"
349,"condition1","4","yiwei_unclear",101,"以为","yiwei",2192,46,"yiwei",NA,"correct",1,"unconstrained"
349,"condition1","4","juede_contrastive",14,"以为","yiwei",4424,47,"juede",NA,"incorrect",0,"constrained"
349,"condition1","4","yiwei_unclear",110,"以为","yiwei",2257,49,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","0","juede_contrastive",16,"觉得","juede",14274,1,"juede",NA,"correct",1,"constrained"
333,"condition1","0","yiwei_unclear",107,"以为","yiwei",15845,2,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","0","yiwei_contrastive",9,"以为","yiwei",55036,3,"yiwei",NA,"correct",1,"constrained"
333,"condition1","0","juede_unclear",119,"觉得","juede",31877,4,"juede",NA,"correct",1,"unconstrained"
333,"condition1","0","yiwei_contrastive",3,"以为","yiwei",10079,5,"yiwei",NA,"correct",1,"constrained"
333,"condition1","0","juede_unclear",116,"觉得","juede",22146,6,"juede",NA,"correct",1,"unconstrained"
333,"condition1","0","juede_contrastive",11,"觉得","juede",10639,7,"juede",NA,"correct",1,"constrained"
333,"condition1","0","yiwei_unclear",109,"以为","yiwei",8658,8,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","1","juede_contrastive",18,"以为","yiwei",13671,11,"juede",NA,"incorrect",0,"constrained"
333,"condition1","1","yiwei_contrastive",6,"以为","yiwei",67781,12,"yiwei",NA,"correct",1,"constrained"
333,"condition1","1","yiwei_contrastive",8,"觉得","juede",16662,13,"yiwei",NA,"incorrect",0,"constrained"
333,"condition1","1","yiwei_unclear",101,"以为","yiwei",11502,16,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","1","juede_contrastive",14,"觉得","juede",9648,17,"juede",NA,"correct",1,"constrained"
333,"condition1","1","juede_unclear",112,"觉得","juede",11739,18,"juede",NA,"correct",1,"unconstrained"
333,"condition1","1","yiwei_unclear",110,"觉得","juede",11583,19,"yiwei",NA,"incorrect",0,"unconstrained"
333,"condition1","1","juede_unclear",114,"觉得","juede",24275,20,"juede",NA,"correct",1,"unconstrained"
333,"condition1","2","yiwei_unclear",105,"以为","yiwei",13935,22,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","2","juede_unclear",113,"觉得","juede",6408,23,"juede",NA,"correct",1,"unconstrained"
333,"condition1","2","yiwei_contrastive",1,"觉得","juede",8264,24,"yiwei",NA,"incorrect",0,"constrained"
333,"condition1","2","yiwei_unclear",106,"以为","yiwei",21357,25,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","2","juede_contrastive",13,"觉得","juede",11419,26,"juede",NA,"correct",1,"constrained"
333,"condition1","2","juede_contrastive",17,"觉得","juede",11109,27,"juede",NA,"correct",1,"constrained"
333,"condition1","2","juede_unclear",115,"觉得","juede",12958,28,"juede",NA,"correct",1,"unconstrained"
333,"condition1","2","yiwei_contrastive",4,"以为","yiwei",10777,29,"yiwei",NA,"correct",1,"constrained"
333,"condition1","3","juede_unclear",117,"觉得","juede",9582,32,"juede",NA,"correct",1,"unconstrained"
333,"condition1","3","yiwei_unclear",103,"以为","yiwei",11534,33,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","3","juede_contrastive",19,"觉得","juede",11048,34,"juede",NA,"correct",1,"constrained"
333,"condition1","3","juede_contrastive",12,"觉得","juede",15688,36,"juede",NA,"correct",1,"constrained"
333,"condition1","3","yiwei_contrastive",5,"以为","yiwei",6824,37,"yiwei",NA,"correct",1,"constrained"
333,"condition1","3","yiwei_contrastive",10,"以为","yiwei",6760,38,"yiwei",NA,"correct",1,"constrained"
333,"condition1","3","yiwei_unclear",108,"觉得","juede",14869,39,"yiwei",NA,"incorrect",0,"unconstrained"
333,"condition1","3","juede_unclear",111,"觉得","juede",7255,40,"juede",NA,"correct",1,"unconstrained"
333,"condition1","4","juede_contrastive",20,"觉得","juede",17111,41,"juede",NA,"correct",1,"constrained"
333,"condition1","4","yiwei_unclear",102,"以为","yiwei",10455,42,"yiwei",NA,"correct",1,"unconstrained"
333,"condition1","4","juede_contrastive",15,"觉得","juede",8612,44,"juede",NA,"correct",1,"constrained"
333,"condition1","4","juede_unclear",118,"觉得","juede",33924,45,"juede",NA,"correct",1,"unconstrained"
333,"condition1","4","yiwei_unclear",104,"觉得","juede",34081,46,"yiwei",NA,"incorrect",0,"unconstrained"
333,"condition1","4","yiwei_contrastive",7,"以为","yiwei",8053,47,"yiwei",NA,"correct",1,"constrained"
333,"condition1","4","yiwei_contrastive",2,"以为","yiwei",6078,49,"yiwei",NA,"correct",1,"constrained"
333,"condition1","4","juede_unclear",120,"觉得","juede",10906,50,"juede",NA,"correct",1,"unconstrained"
328,"condition1","0","juede_contrastive",16,"觉得","juede",30417,1,"juede",NA,"correct",1,"constrained"
328,"condition1","0","juede_contrastive",11,"觉得","juede",14842,2,"juede",NA,"correct",1,"constrained"
328,"condition1","0","yiwei_contrastive",6,"以为","yiwei",55875,3,"yiwei",NA,"correct",1,"constrained"
328,"condition1","0","yiwei_unclear",110,"以为","yiwei",27412,5,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","0","juede_unclear",117,"以为","yiwei",25440,7,"juede",NA,"incorrect",0,"unconstrained"
328,"condition1","0","juede_unclear",111,"觉得","juede",10767,8,"juede",NA,"correct",1,"unconstrained"
328,"condition1","0","yiwei_unclear",104,"以为","yiwei",86837,9,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","0","yiwei_contrastive",10,"以为","yiwei",9276,10,"yiwei",NA,"correct",1,"constrained"
328,"condition1","1","juede_unclear",115,"觉得","juede",17853,11,"juede",NA,"correct",1,"unconstrained"
328,"condition1","1","juede_contrastive",19,"觉得","juede",5528,12,"juede",NA,"correct",1,"constrained"
328,"condition1","1","yiwei_contrastive",7,"觉得","juede",46231,13,"yiwei",NA,"incorrect",0,"constrained"
328,"condition1","1","juede_contrastive",17,"觉得","juede",19750,14,"juede",NA,"correct",1,"constrained"
328,"condition1","1","juede_unclear",113,"觉得","juede",11634,15,"juede",NA,"correct",1,"unconstrained"
328,"condition1","1","yiwei_unclear",101,"以为","yiwei",10249,17,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","1","yiwei_contrastive",4,"以为","yiwei",9633,18,"yiwei",NA,"correct",1,"constrained"
328,"condition1","1","yiwei_unclear",109,"以为","yiwei",268663,19,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","2","yiwei_unclear",102,"以为","yiwei",19577,21,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","2","juede_unclear",112,"觉得","juede",15335,22,"juede",NA,"correct",1,"unconstrained"
328,"condition1","2","juede_unclear",118,"觉得","juede",19026,23,"juede",NA,"correct",1,"unconstrained"
328,"condition1","2","juede_contrastive",20,"觉得","juede",26944,24,"juede",NA,"correct",1,"constrained"
328,"condition1","2","juede_contrastive",14,"觉得","juede",11049,26,"juede",NA,"correct",1,"constrained"
328,"condition1","2","yiwei_contrastive",8,"以为","yiwei",56344,28,"yiwei",NA,"correct",1,"constrained"
328,"condition1","2","yiwei_contrastive",2,"以为","yiwei",9631,29,"yiwei",NA,"correct",1,"constrained"
328,"condition1","2","yiwei_unclear",107,"以为","yiwei",6962,30,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","3","yiwei_unclear",108,"觉得","juede",15040,31,"yiwei",NA,"incorrect",0,"unconstrained"
328,"condition1","3","juede_unclear",116,"觉得","juede",8736,32,"juede",NA,"correct",1,"unconstrained"
328,"condition1","3","yiwei_contrastive",3,"以为","yiwei",11537,33,"yiwei",NA,"correct",1,"constrained"
328,"condition1","3","juede_contrastive",12,"觉得","juede",11072,34,"juede",NA,"correct",1,"constrained"
328,"condition1","3","yiwei_contrastive",1,"以为","yiwei",12416,35,"yiwei",NA,"correct",1,"constrained"
328,"condition1","3","yiwei_unclear",105,"以为","yiwei",19536,37,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","3","juede_unclear",114,"觉得","juede",18735,38,"juede",NA,"correct",1,"unconstrained"
328,"condition1","3","juede_contrastive",13,"以为","yiwei",17766,40,"juede",NA,"incorrect",0,"constrained"
328,"condition1","4","yiwei_unclear",103,"以为","yiwei",11176,41,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","4","juede_unclear",120,"觉得","juede",8602,42,"juede",NA,"correct",1,"unconstrained"
328,"condition1","4","juede_contrastive",18,"觉得","juede",11535,44,"juede",NA,"correct",1,"constrained"
328,"condition1","4","juede_contrastive",15,"觉得","juede",19155,45,"juede",NA,"correct",1,"constrained"
328,"condition1","4","juede_unclear",119,"觉得","juede",5562,46,"juede",NA,"correct",1,"unconstrained"
328,"condition1","4","yiwei_contrastive",5,"以为","yiwei",5604,47,"yiwei",NA,"correct",1,"constrained"
328,"condition1","4","yiwei_unclear",106,"以为","yiwei",14772,48,"yiwei",NA,"correct",1,"unconstrained"
328,"condition1","4","yiwei_contrastive",9,"以为","yiwei",11594,50,"yiwei",NA,"correct",1,"constrained"
320,"condition1","0","juede_unclear",112,"觉得","juede",10665,2,"juede",NA,"correct",1,"unconstrained"
320,"condition1","0","juede_unclear",111,"觉得","juede",9684,3,"juede",NA,"correct",1,"unconstrained"
320,"condition1","0","juede_contrastive",19,"觉得","juede",10659,4,"juede",NA,"correct",1,"constrained"
320,"condition1","0","yiwei_contrastive",9,"以为","yiwei",22411,5,"yiwei",NA,"correct",1,"constrained"
