workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error,answer,response_correct,response_clean,response_type,response_num,discourse_type
504,condition1,3,juede_unclear,112,真的,9607,38,juede,NA,NA,NA,other,other,0,unconstrained
504,condition1,3,yiwei_contrastive,4,认,5731,40,yiwei,NA,NA,NA,other,other,0,constrained
504,condition1,4,yiwei_contrastive,8,说我,9598,41,yiwei,NA,NA,NA,other,non-say,0,constrained
504,condition1,4,yiwei_contrastive,5,不知道,7373,42,yiwei,NA,NA,NA,other,factive-belief,0,constrained
504,condition1,4,juede_contrastive,12,觉得,6442,43,juede,NA,NA,NA,juede,non-belief,1,constrained
504,condition1,4,juede_contrastive,15,踢的,14173,44,juede,NA,NA,NA,other,other,0,constrained
504,condition1,4,juede_unclear,118,看,4029,45,juede,NA,NA,NA,other,non-other,0,unconstrained
504,condition1,4,yiwei_unclear,107,觉得,10678,48,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
504,condition1,4,yiwei_unclear,106,只有,8039,49,yiwei,NA,NA,NA,other,other,0,unconstrained
504,condition1,4,juede_unclear,111,觉得,7425,50,juede,NA,NA,NA,juede,non-belief,1,unconstrained
524,condition1,0,juede_contrastive,20,说,23041,2,juede,NA,NA,NA,other,non-say,0,constrained
524,condition1,0,juede_contrastive,17,看,8023,3,juede,NA,NA,NA,other,non-other,0,constrained
524,condition1,0,juede_unclear,118,猜,7270,4,juede,NA,NA,NA,other,non-belief,0,unconstrained
524,condition1,0,yiwei_contrastive,6,猜,9947,5,yiwei,NA,NA,NA,other,non-belief,0,constrained
524,condition1,0,juede_unclear,112,发现,114558,6,juede,NA,NA,NA,other,factive-other,0,unconstrained
524,condition1,0,yiwei_unclear,109,推测,19824,7,yiwei,NA,NA,NA,other,other,0,unconstrained
524,condition1,0,yiwei_unclear,105,玩,91180,8,yiwei,NA,NA,NA,other,other,0,unconstrained
524,condition1,0,yiwei_contrastive,7,像,105916,9,yiwei,NA,NA,NA,other,other,0,constrained
524,condition1,1,juede_unclear,120,扮演,11954,11,juede,NA,NA,NA,other,other,0,unconstrained
524,condition1,1,yiwei_unclear,101,责怪,10156,12,yiwei,NA,NA,NA,other,other,0,unconstrained
524,condition1,1,juede_contrastive,16,带来,25112,13,juede,NA,NA,NA,other,other,0,constrained
524,condition1,1,yiwei_contrastive,10,以为,5537,14,yiwei,NA,NA,NA,yiwei,contra,1,constrained
524,condition1,1,yiwei_contrastive,8,猜,8846,16,yiwei,NA,NA,NA,other,non-belief,0,constrained
524,condition1,1,juede_contrastive,14,猜,4973,18,juede,NA,NA,NA,other,non-belief,0,constrained
524,condition1,1,yiwei_unclear,106,看到,10257,19,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
524,condition1,1,juede_unclear,117,放,9161,20,juede,NA,NA,NA,other,other,0,unconstrained
524,condition1,2,juede_unclear,115,说,6077,21,juede,NA,NA,NA,other,non-say,0,unconstrained
524,condition1,2,yiwei_contrastive,9,猜,4769,22,yiwei,NA,NA,NA,other,non-belief,0,constrained
524,condition1,2,yiwei_unclear,104,看,11017,23,yiwei,NA,NA,NA,other,non-other,0,unconstrained
524,condition1,2,yiwei_unclear,107,觉得,12118,25,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
524,condition1,2,yiwei_contrastive,3,说,18238,27,yiwei,NA,NA,NA,other,non-say,0,constrained
524,condition1,2,juede_unclear,116,说,12746,28,juede,NA,NA,NA,other,non-say,0,unconstrained
524,condition1,2,juede_contrastive,19,是,14588,29,juede,NA,NA,NA,other,other,0,constrained
524,condition1,2,juede_contrastive,15,看,10934,30,juede,NA,NA,NA,other,non-other,0,constrained
524,condition1,3,juede_unclear,113,觉得,6508,31,juede,NA,NA,NA,juede,non-belief,1,unconstrained
524,condition1,3,juede_unclear,114,觉得,9615,32,juede,NA,NA,NA,juede,non-belief,1,unconstrained
524,condition1,3,yiwei_contrastive,1,说,11562,34,yiwei,NA,NA,NA,other,non-say,0,constrained
524,condition1,3,yiwei_unclear,110,认为,20282,35,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
524,condition1,3,yiwei_contrastive,4,觉得,8064,36,yiwei,NA,NA,NA,juede,non-belief,0,constrained
524,condition1,3,yiwei_unclear,108,以为,14747,37,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
524,condition1,3,juede_contrastive,13,看,10270,39,juede,NA,NA,NA,other,non-other,0,constrained
524,condition1,3,juede_contrastive,11,看,10435,40,juede,NA,NA,NA,other,non-other,0,constrained
524,condition1,4,juede_unclear,111,觉得,5157,41,juede,NA,NA,NA,juede,non-belief,1,unconstrained
524,condition1,4,yiwei_unclear,102,描述,10046,43,yiwei,NA,NA,NA,other,other,0,unconstrained
524,condition1,4,yiwei_unclear,103,以为,13096,44,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
524,condition1,4,yiwei_contrastive,2,以为,11101,45,yiwei,NA,NA,NA,yiwei,contra,1,constrained
524,condition1,4,juede_contrastive,12,认为,7849,47,juede,NA,NA,NA,other,non-belief,0,constrained
524,condition1,4,juede_contrastive,18,猜,8845,48,juede,NA,NA,NA,other,non-belief,0,constrained
524,condition1,4,juede_unclear,119,说,9075,49,juede,NA,NA,NA,other,non-say,0,unconstrained
524,condition1,4,yiwei_contrastive,5,猜,7720,50,yiwei,NA,NA,NA,other,non-belief,0,constrained
456,condition1,0,yiwei_contrastive,10,看,38992,1,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,0,juede_unclear,119,說,7759,2,juede,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,0,yiwei_unclear,108,負責,87474,3,yiwei,NA,NA,NA,other,other,0,unconstrained
456,condition1,0,yiwei_contrastive,7,看,14018,4,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,0,juede_unclear,113,覺得,8835,5,juede,NA,NA,NA,juede,non-belief,1,unconstrained
456,condition1,0,juede_contrastive,14,看,23756,8,juede,NA,NA,NA,other,non-other,0,constrained
456,condition1,0,juede_contrastive,12,看,14917,9,juede,NA,NA,NA,other,non-other,0,constrained
456,condition1,0,yiwei_unclear,104,告訴,6762,10,yiwei,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,1,yiwei_unclear,102,說,9650,11,yiwei,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,1,yiwei_contrastive,1,說,14438,12,yiwei,NA,NA,NA,other,non-say,0,constrained
456,condition1,1,juede_unclear,112,說,6301,13,juede,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,1,yiwei_contrastive,9,看,4564,14,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,1,juede_unclear,111,覺得,6099,16,juede,NA,NA,NA,juede,non-belief,1,unconstrained
456,condition1,1,yiwei_unclear,105,覺得,12234,17,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
456,condition1,1,juede_contrastive,15,摸,24984,19,juede,NA,NA,NA,other,other,0,constrained
456,condition1,1,juede_contrastive,11,看,5928,20,juede,NA,NA,NA,other,non-other,0,constrained
456,condition1,2,juede_contrastive,18,說,7067,21,juede,NA,NA,NA,other,non-say,0,constrained
456,condition1,2,juede_contrastive,19,說,15002,22,juede,NA,NA,NA,other,non-say,0,constrained
456,condition1,2,juede_unclear,118,覺得,6416,23,juede,NA,NA,NA,juede,non-belief,1,unconstrained
456,condition1,2,yiwei_contrastive,4,聽,9334,24,yiwei,NA,NA,NA,other,other,0,constrained
456,condition1,2,juede_unclear,116,看,8582,25,juede,NA,NA,NA,other,non-other,0,unconstrained
456,condition1,2,yiwei_contrastive,6,看,6082,28,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,2,yiwei_unclear,103,看,6217,29,yiwei,NA,NA,NA,other,non-other,0,unconstrained
456,condition1,2,yiwei_unclear,109,看,4083,30,yiwei,NA,NA,NA,other,non-other,0,unconstrained
456,condition1,3,juede_contrastive,20,覺得,11350,32,juede,NA,NA,NA,juede,non-belief,1,constrained
456,condition1,3,juede_unclear,114,看,11351,33,juede,NA,NA,NA,other,non-other,0,unconstrained
456,condition1,3,juede_contrastive,13,說,8465,34,juede,NA,NA,NA,other,non-say,0,constrained
456,condition1,3,yiwei_contrastive,5,看,7820,35,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,3,yiwei_unclear,106,說,10033,36,yiwei,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,3,juede_unclear,117,看,5848,37,juede,NA,NA,NA,other,non-other,0,unconstrained
456,condition1,3,yiwei_contrastive,8,看,3651,38,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,3,yiwei_unclear,101,以為,7159,39,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
456,condition1,4,yiwei_contrastive,3,看,9350,42,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,4,juede_contrastive,17,覺得,5034,43,juede,NA,NA,NA,juede,non-belief,1,constrained
456,condition1,4,juede_unclear,120,覺得,10435,44,juede,NA,NA,NA,juede,non-belief,1,unconstrained
456,condition1,4,yiwei_unclear,110,覺得,17851,46,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
456,condition1,4,yiwei_contrastive,2,看,6002,47,yiwei,NA,NA,NA,other,non-other,0,constrained
456,condition1,4,yiwei_unclear,107,說,5565,48,yiwei,NA,NA,NA,other,non-say,0,unconstrained
456,condition1,4,juede_unclear,115,覺得,6735,49,juede,NA,NA,NA,juede,non-belief,1,unconstrained
456,condition1,4,juede_contrastive,16,覺得,6847,50,juede,NA,NA,NA,juede,non-belief,1,constrained
499,condition1,0,juede_contrastive,17,拿地,26630,1,juede,NA,NA,NA,other,other,0,constrained
499,condition1,0,yiwei_unclear,103,以为,21095,3,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
499,condition1,0,yiwei_contrastive,2,让,13425,4,yiwei,NA,NA,NA,other,other,0,constrained
499,condition1,0,juede_contrastive,12,觉得,4648,5,juede,NA,NA,NA,juede,non-belief,1,constrained
499,condition1,0,yiwei_contrastive,5,看,10911,6,yiwei,NA,NA,NA,other,non-other,0,constrained
499,condition1,0,yiwei_unclear,110,以为,17407,7,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
499,condition1,0,juede_unclear,120,站在,9553,8,juede,NA,NA,NA,other,other,0,unconstrained
499,condition1,0,juede_unclear,114,不像,16792,10,juede,NA,NA,NA,other,other,0,unconstrained
499,condition1,1,juede_contrastive,19,和这,20960,11,juede,NA,NA,NA,other,other,0,constrained
499,condition1,1,yiwei_contrastive,4,觉得,9984,12,yiwei,NA,NA,NA,juede,non-belief,0,constrained
499,condition1,1,juede_contrastive,13,拿的,18272,13,juede,NA,NA,NA,other,other,0,constrained
499,condition1,1,yiwei_contrastive,7,手,49151,14,yiwei,NA,NA,NA,other,other,0,constrained
499,condition1,1,yiwei_unclear,102,看到,6281,15,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
499,condition1,1,yiwei_unclear,107,说,8679,17,yiwei,NA,NA,NA,other,non-say,0,unconstrained
499,condition1,1,juede_unclear,113,觉得,5680,18,juede,NA,NA,NA,juede,non-belief,1,unconstrained
499,condition1,1,juede_unclear,118,跑,6256,20,juede,NA,NA,NA,other,other,0,unconstrained
499,condition1,2,juede_unclear,111,认为,9464,22,juede,NA,NA,NA,other,non-belief,0,unconstrained
499,condition1,2,juede_contrastive,16,打开地,20320,23,juede,NA,NA,NA,other,other,0,constrained
499,condition1,2,yiwei_contrastive,3,想,24656,24,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
499,condition1,2,yiwei_contrastive,9,有,9000,25,yiwei,NA,NA,NA,other,other,0,constrained
499,condition1,2,yiwei_unclear,101,以为,6952,26,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
499,condition1,2,juede_contrastive,20,找到地,12720,27,juede,NA,NA,NA,other,other,0,constrained
499,condition1,2,juede_unclear,112,觉得,6416,28,juede,NA,NA,NA,juede,non-belief,1,unconstrained
499,condition1,2,yiwei_unclear,104,跑，,25336,29,yiwei,NA,NA,NA,other,other,0,unconstrained
499,condition1,3,juede_contrastive,14,看,12599,32,juede,NA,NA,NA,other,non-other,0,constrained
499,condition1,3,yiwei_contrastive,10,确定,14664,33,yiwei,NA,NA,NA,other,other,0,constrained
499,condition1,3,yiwei_contrastive,8,看,25968,34,yiwei,NA,NA,NA,other,non-other,0,constrained
499,condition1,3,yiwei_unclear,106,以为,13217,35,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
499,condition1,3,juede_contrastive,18,说,19495,36,juede,NA,NA,NA,other,non-say,0,constrained
499,condition1,3,yiwei_unclear,105,喜欢,40345,37,yiwei,NA,NA,NA,other,other,0,unconstrained
499,condition1,3,juede_unclear,116,想,7343,38,juede,NA,NA,NA,other,non-belief,0,unconstrained
499,condition1,3,juede_unclear,119,觉得,4112,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
499,condition1,4,juede_contrastive,11,选,12425,41,juede,NA,NA,NA,other,other,0,constrained
499,condition1,4,juede_unclear,115,想,7632,43,juede,NA,NA,NA,other,non-belief,0,unconstrained
499,condition1,4,juede_unclear,117,看,9520,44,juede,NA,NA,NA,other,non-other,0,unconstrained
499,condition1,4,yiwei_unclear,108,认为,6952,45,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
499,condition1,4,yiwei_unclear,109,以为,5480,46,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
499,condition1,4,juede_contrastive,15,看,6312,47,juede,NA,NA,NA,other,non-other,0,constrained
499,condition1,4,yiwei_contrastive,6,说,9271,48,yiwei,NA,NA,NA,other,non-say,0,constrained
499,condition1,4,yiwei_contrastive,1,说,4569,49,yiwei,NA,NA,NA,other,non-say,0,constrained
491,condition1,0,yiwei_contrastive,4,当,11832,1,yiwei,NA,NA,NA,other,contra,0,constrained
491,condition1,0,yiwei_unclear,110,担心,53778,3,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
491,condition1,0,yiwei_unclear,104,看,18927,4,yiwei,NA,NA,NA,other,non-other,0,unconstrained
491,condition1,0,juede_unclear,111,觉得,7508,5,juede,NA,NA,NA,juede,non-belief,1,unconstrained
491,condition1,0,yiwei_contrastive,7,肯定,17293,6,yiwei,NA,NA,NA,other,other,0,constrained
491,condition1,0,juede_contrastive,11,就,6248,7,juede,NA,NA,NA,other,other,0,constrained
491,condition1,0,juede_contrastive,14,当然,13314,8,juede,NA,NA,NA,other,contra,0,constrained
491,condition1,0,juede_unclear,116,看,11256,9,juede,NA,NA,NA,other,non-other,0,unconstrained
491,condition1,1,yiwei_contrastive,8,绝对,16495,11,yiwei,NA,NA,NA,other,other,0,constrained
491,condition1,1,yiwei_contrastive,9,也,6811,14,yiwei,NA,NA,NA,other,other,0,constrained
491,condition1,1,yiwei_unclear,109,让,4904,15,yiwei,NA,NA,NA,other,other,0,unconstrained
491,condition1,1,yiwei_unclear,103,是,12429,16,yiwei,NA,NA,NA,other,other,0,unconstrained
491,condition1,1,juede_contrastive,18,害怕,15517,17,juede,NA,NA,NA,other,non-emotion,0,constrained
491,condition1,1,juede_unclear,115,觉得,9134,18,juede,NA,NA,NA,juede,non-belief,1,unconstrained
491,condition1,1,juede_contrastive,16,感觉,8648,19,juede,NA,NA,NA,other,non-belief,0,constrained
491,condition1,1,juede_unclear,114,担心,14657,20,juede,NA,NA,NA,other,non-emotion,0,unconstrained
491,condition1,2,yiwei_unclear,108,认真,48692,21,yiwei,NA,NA,NA,other,other,0,unconstrained
491,condition1,2,juede_contrastive,17,肯定,24492,23,juede,NA,NA,NA,other,other,0,constrained
491,condition1,2,yiwei_contrastive,3,其实,6900,24,yiwei,NA,NA,NA,other,other,0,constrained
491,condition1,2,juede_unclear,118,觉得,17928,25,juede,NA,NA,NA,juede,non-belief,1,unconstrained
491,condition1,2,juede_contrastive,12,买的,14247,26,juede,NA,NA,NA,other,other,0,constrained
491,condition1,2,juede_unclear,119,快看,11050,28,juede,NA,NA,NA,other,factive-other,0,unconstrained
491,condition1,2,yiwei_unclear,105,其实,10044,29,yiwei,NA,NA,NA,other,other,0,unconstrained
491,condition1,2,yiwei_contrastive,6,知道,9510,30,yiwei,NA,NA,NA,other,factive-belief,0,constrained
491,condition1,3,yiwei_unclear,106,这样,13190,31,yiwei,NA,NA,NA,other,other,0,unconstrained
491,condition1,3,yiwei_contrastive,1,知道,10054,32,yiwei,NA,NA,NA,other,factive-belief,0,constrained
491,condition1,3,yiwei_contrastive,10,还当,7818,33,yiwei,NA,NA,NA,other,contra,0,constrained
491,condition1,3,juede_contrastive,19,有点,9401,36,juede,NA,NA,NA,other,other,0,constrained
491,condition1,3,yiwei_unclear,102,发现,13378,37,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
491,condition1,3,juede_unclear,112,感觉,7188,38,juede,NA,NA,NA,other,non-belief,0,unconstrained
491,condition1,3,juede_unclear,113,觉得,4486,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
491,condition1,3,juede_contrastive,15,以为,21441,40,juede,NA,NA,NA,yiwei,contra,0,constrained
491,condition1,4,juede_contrastive,13,看重,28584,41,juede,NA,NA,NA,other,other,0,constrained
491,condition1,4,juede_unclear,117,藏,6816,42,juede,NA,NA,NA,other,other,0,unconstrained
491,condition1,4,juede_contrastive,20,就当,12751,43,juede,NA,NA,NA,other,contra,0,constrained
491,condition1,4,juede_unclear,120,以为,7923,44,juede,NA,NA,NA,yiwei,contra,0,unconstrained
491,condition1,4,yiwei_unclear,107,当,6406,46,yiwei,NA,NA,NA,other,contra,0,unconstrained
491,condition1,4,yiwei_contrastive,2,估计,6521,47,yiwei,NA,NA,NA,other,other,0,constrained
491,condition1,4,yiwei_contrastive,5,怕,10531,49,yiwei,NA,NA,NA,other,non-emotion,0,constrained
491,condition1,4,yiwei_unclear,101,以为,5947,50,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
462,condition1,0,yiwei_unclear,106,还,20204,2,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,0,yiwei_contrastive,1,煎,14310,3,yiwei,NA,NA,NA,other,other,0,constrained
462,condition1,0,yiwei_contrastive,9,们,4379,4,yiwei,NA,NA,NA,other,other,0,constrained
462,condition1,0,juede_unclear,114,怕,23118,6,juede,NA,NA,NA,other,non-emotion,0,unconstrained
462,condition1,0,yiwei_unclear,103,就,22459,7,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,0,juede_contrastive,18,的,12769,8,juede,NA,NA,NA,other,other,0,constrained
462,condition1,0,juede_contrastive,17,就,8833,9,juede,NA,NA,NA,other,other,0,constrained
462,condition1,0,juede_unclear,111,觉得,11342,10,juede,NA,NA,NA,juede,non-belief,1,unconstrained
462,condition1,1,yiwei_unclear,107,说,9285,11,yiwei,NA,NA,NA,other,non-say,0,unconstrained
462,condition1,1,yiwei_contrastive,7,怕,24556,12,yiwei,NA,NA,NA,other,non-emotion,0,constrained
462,condition1,1,juede_unclear,117,真,7171,15,juede,NA,NA,NA,other,other,0,unconstrained
462,condition1,1,juede_contrastive,20,应该,50998,16,juede,NA,NA,NA,other,other,0,constrained
462,condition1,1,yiwei_unclear,109,让,11624,17,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,1,juede_contrastive,19,觉得,9166,18,juede,NA,NA,NA,juede,non-belief,1,constrained
462,condition1,1,yiwei_contrastive,4,觉得,11209,19,yiwei,NA,NA,NA,juede,non-belief,0,constrained
462,condition1,1,juede_unclear,113,觉得,6537,20,juede,NA,NA,NA,juede,non-belief,1,unconstrained
462,condition1,2,juede_contrastive,12,住,5354,21,juede,NA,NA,NA,other,other,0,constrained
462,condition1,2,juede_unclear,115,相信,8386,22,juede,NA,NA,NA,other,non-belief,0,unconstrained
462,condition1,2,juede_unclear,112,觉得,14087,23,juede,NA,NA,NA,juede,non-belief,1,unconstrained
462,condition1,2,yiwei_contrastive,5,知道,16287,25,yiwei,NA,NA,NA,other,factive-belief,0,constrained
462,condition1,2,yiwei_unclear,104,别动,73369,26,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,2,juede_contrastive,14,就,5937,27,juede,NA,NA,NA,other,other,0,constrained
462,condition1,2,yiwei_contrastive,2,觉得,7529,29,yiwei,NA,NA,NA,juede,non-belief,0,constrained
462,condition1,2,yiwei_unclear,105,就,7620,30,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,3,juede_contrastive,11,吹走,35021,31,juede,NA,NA,NA,other,other,0,constrained
462,condition1,3,juede_contrastive,13,这,12888,32,juede,NA,NA,NA,other,other,0,constrained
462,condition1,3,yiwei_contrastive,10,也,6271,33,yiwei,NA,NA,NA,other,other,0,constrained
462,condition1,3,yiwei_unclear,110,相信,14186,35,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
462,condition1,3,juede_unclear,120,让,51302,36,juede,NA,NA,NA,other,other,0,unconstrained
462,condition1,3,yiwei_contrastive,6,的,10652,37,yiwei,NA,NA,NA,other,other,0,constrained
462,condition1,3,yiwei_unclear,102,想,27676,38,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
462,condition1,3,juede_unclear,116,遇到,10802,40,juede,NA,NA,NA,other,other,0,unconstrained
462,condition1,4,yiwei_contrastive,8,应该,5309,41,yiwei,NA,NA,NA,other,other,0,constrained
462,condition1,4,yiwei_unclear,101,觉得,23953,42,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
462,condition1,4,juede_contrastive,15,们,40607,43,juede,NA,NA,NA,other,other,0,constrained
462,condition1,4,juede_contrastive,16,的,5743,44,juede,NA,NA,NA,other,other,0,constrained
462,condition1,4,yiwei_unclear,108,离开,12199,45,yiwei,NA,NA,NA,other,other,0,unconstrained
462,condition1,4,juede_unclear,118,的,7525,46,juede,NA,NA,NA,other,other,0,unconstrained
462,condition1,4,yiwei_contrastive,3,觉得,27018,49,yiwei,NA,NA,NA,juede,non-belief,0,constrained
462,condition1,4,juede_unclear,119,抚摸,13635,50,juede,NA,NA,NA,other,other,0,unconstrained
498,condition1,0,juede_contrastive,19,不,58177,1,juede,NA,NA,NA,other,other,0,constrained
498,condition1,0,yiwei_contrastive,8,还,9431,3,yiwei,NA,NA,NA,other,other,0,constrained
498,condition1,0,juede_unclear,119,，,22438,5,juede,NA,NA,NA,other,other,0,unconstrained
498,condition1,0,yiwei_unclear,110,猜,12276,6,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
498,condition1,0,juede_contrastive,20,说,7884,7,juede,NA,NA,NA,other,non-say,0,constrained
498,condition1,0,juede_unclear,112,说,12893,8,juede,NA,NA,NA,other,non-say,0,unconstrained
498,condition1,0,yiwei_unclear,106,此,9295,9,yiwei,NA,NA,NA,other,other,0,unconstrained
498,condition1,0,yiwei_contrastive,10,也,6575,10,yiwei,NA,NA,NA,other,other,0,constrained
498,condition1,1,yiwei_contrastive,4,说,4535,11,yiwei,NA,NA,NA,other,non-say,0,constrained
498,condition1,1,juede_contrastive,16,觉得,6518,12,juede,NA,NA,NA,juede,non-belief,1,constrained
498,condition1,1,yiwei_unclear,101,说,9869,15,yiwei,NA,NA,NA,other,non-say,0,unconstrained
498,condition1,1,yiwei_contrastive,9,看,3431,16,yiwei,NA,NA,NA,other,non-other,0,constrained
498,condition1,1,juede_unclear,114,发现,9858,17,juede,NA,NA,NA,other,factive-other,0,unconstrained
498,condition1,1,yiwei_unclear,105,喜欢,25868,18,yiwei,NA,NA,NA,other,other,0,unconstrained
498,condition1,1,juede_unclear,113,觉得,3946,19,juede,NA,NA,NA,juede,non-belief,1,unconstrained
498,condition1,1,juede_contrastive,13,看,20422,20,juede,NA,NA,NA,other,non-other,0,constrained
498,condition1,2,yiwei_unclear,109,说,5876,21,yiwei,NA,NA,NA,other,non-say,0,unconstrained
498,condition1,2,juede_unclear,116,发现,5702,22,juede,NA,NA,NA,other,factive-other,0,unconstrained
498,condition1,2,yiwei_unclear,104,看,4302,23,yiwei,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,2,juede_contrastive,15,看,7323,24,juede,NA,NA,NA,other,non-other,0,constrained
498,condition1,2,juede_contrastive,18,认为,8018,25,juede,NA,NA,NA,other,non-belief,0,constrained
498,condition1,2,juede_unclear,115,看,3599,27,juede,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,2,yiwei_contrastive,6,说,6029,28,yiwei,NA,NA,NA,other,non-say,0,constrained
498,condition1,2,yiwei_contrastive,7,看,3576,30,yiwei,NA,NA,NA,other,non-other,0,constrained
498,condition1,3,yiwei_unclear,107,说,4909,31,yiwei,NA,NA,NA,other,non-say,0,unconstrained
498,condition1,3,yiwei_contrastive,5,看,5865,32,yiwei,NA,NA,NA,other,non-other,0,constrained
498,condition1,3,yiwei_contrastive,1,说,3975,34,yiwei,NA,NA,NA,other,non-say,0,constrained
498,condition1,3,juede_contrastive,17,看,4327,35,juede,NA,NA,NA,other,non-other,0,constrained
498,condition1,3,juede_unclear,118,看,3874,37,juede,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,3,juede_unclear,117,看,4950,38,juede,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,3,yiwei_unclear,103,看,5248,39,yiwei,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,3,juede_contrastive,12,看,3741,40,juede,NA,NA,NA,other,non-other,0,constrained
498,condition1,4,juede_unclear,120,留,86736,42,juede,NA,NA,NA,other,other,0,unconstrained
498,condition1,4,juede_unclear,111,kan,3924,44,juede,NA,NA,NA,other,non-other,0,unconstrained
498,condition1,4,yiwei_unclear,102,说,4145,45,yiwei,NA,NA,NA,other,non-say,0,unconstrained
498,condition1,4,yiwei_contrastive,3,看,5320,46,yiwei,NA,NA,NA,other,non-other,0,constrained
498,condition1,4,yiwei_unclear,108,发现,16421,47,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
498,condition1,4,juede_contrastive,14,看,5817,48,juede,NA,NA,NA,other,non-other,0,constrained
498,condition1,4,juede_contrastive,11,还是,10604,49,juede,NA,NA,NA,other,other,0,constrained
498,condition1,4,yiwei_contrastive,2,看,4542,50,yiwei,NA,NA,NA,other,non-other,0,constrained
468,condition1,0,juede_contrastive,13,说的,42862,3,juede,NA,NA,NA,other,non-say,0,constrained
468,condition1,0,juede_contrastive,18,家的,10595,4,juede,NA,NA,NA,other,other,0,constrained
468,condition1,0,yiwei_unclear,106,是,12318,5,yiwei,NA,NA,NA,other,other,0,unconstrained
468,condition1,0,juede_unclear,112,说,7738,6,juede,NA,NA,NA,other,non-say,0,unconstrained
468,condition1,0,yiwei_contrastive,1,说,4862,7,yiwei,NA,NA,NA,other,non-say,0,constrained
468,condition1,0,yiwei_contrastive,10,知道,80441,8,yiwei,NA,NA,NA,other,factive-belief,0,constrained
468,condition1,0,yiwei_unclear,101,会说,13379,9,yiwei,NA,NA,NA,other,non-say,0,unconstrained
468,condition1,0,juede_unclear,111,觉得,6485,10,juede,NA,NA,NA,juede,non-belief,1,unconstrained
468,condition1,1,juede_unclear,113,都觉得,8381,11,juede,NA,NA,NA,juede,non-belief,1,unconstrained
468,condition1,1,yiwei_contrastive,9,也,6082,12,yiwei,NA,NA,NA,other,other,0,constrained
468,condition1,1,juede_contrastive,14,家,23250,13,juede,NA,NA,NA,other,other,0,constrained
468,condition1,1,juede_contrastive,19,长的,44969,14,juede,NA,NA,NA,other,other,0,constrained
468,condition1,1,juede_unclear,119,说,4444,15,juede,NA,NA,NA,other,non-say,0,unconstrained
468,condition1,1,yiwei_unclear,109,跟,18547,17,yiwei,NA,NA,NA,other,other,0,unconstrained
468,condition1,1,yiwei_unclear,110,看,208714,18,yiwei,NA,NA,NA,other,non-other,0,unconstrained
468,condition1,1,yiwei_contrastive,7,看见,18245,20,yiwei,NA,NA,NA,other,factive-other,0,constrained
